household_id,age,gender,education_yrs,household_size,land_size_ha,years_growing_cannabis,distance_to_anrac_km,prior_arrests,household_income_usd,income_post_law_usd,info_access_legal,irrigation_access,food_security,joined_legal_cooperative,willing_stay_legal,income_change_pct,log_income,edu_secondary,any_prior_arrest,distance_quartile,region_Chefchaouen,region_Ouazzane,survey_year,macro_gdp_per_capita,macro_agri_value_added,macro_rural_population,anrac_legal_hectares,anrac_total_licenses,anrac_cooperatives,anrac_pct_legal
262,29,Male,3,2,1.0,2,42.6,0,1285.0,1330.0,1,0,2,0,,3.5,7.1592919047975645,0,0,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
263,53,Male,9,9,1.49,26,37.8,2,1203.0,1088.0,0,0,1,0,,-9.56,7.093404625868766,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
264,28,Male,3,7,2.87,28,39.7,0,4763.0,6084.0,1,1,3,1,1.0,27.73,8.46884293047519,0,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
265,27,Female,9,8,1.42,39,14.6,0,1890.0,2067.0,1,0,2,0,,9.37,7.544861068658458,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
266,74,Male,6,9,2.38,22,54.4,0,4316.0,4163.0,1,0,2,0,,-3.54,8.370315995555478,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
267,63,Male,9,9,0.37,16,13.9,0,716.0,661.0,1,0,3,0,,-7.68,6.57507584059962,1,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
268,49,Male,0,10,1.21,26,30.3,0,1525.0,1560.0,1,1,1,0,,2.3,7.330405211844402,0,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
269,72,Male,6,9,1.3,30,55.6,2,1753.0,1642.0,1,0,2,0,,-6.33,7.469654172932128,1,1,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
270,44,Male,12,8,1.08,20,32.3,3,1461.0,1306.0,1,0,2,0,,-10.61,7.2875606403097235,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
271,40,Male,6,9,0.38,13,49.5,1,595.0,642.0,0,0,2,0,,7.9,6.39024066706535,1,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
272,43,Male,3,5,0.43,24,10.1,0,767.0,669.0,0,1,3,0,,-12.78,6.643789733147672,0,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
273,47,Male,0,7,0.49,13,19.3,2,799.0,812.0,1,1,2,0,,1.63,6.684611727667927,0,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
274,57,Male,9,8,3.05,43,24.8,2,4378.0,5892.0,1,1,2,1,0.0,34.58,8.384575666801398,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
275,28,Male,6,3,0.67,9,20.5,1,692.0,760.0,1,1,1,0,,9.83,6.541029999189903,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
276,53,Male,0,10,0.5,44,32.6,0,587.0,533.0,0,0,1,0,,-9.2,6.376726947898627,0,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
277,67,Male,6,6,0.79,7,40.2,0,790.0,758.0,0,1,3,0,,-4.05,6.673297967767654,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
278,37,Male,6,9,0.1,39,35.2,0,400.0,545.0,1,0,3,1,1.0,36.25,5.993961427306569,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
279,48,Male,6,5,2.23,17,25.6,0,2265.0,2869.0,1,0,3,1,0.0,26.67,7.725771441587952,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
280,32,Male,0,11,0.1,35,43.8,0,400.0,439.0,1,1,1,0,,9.75,5.993961427306569,0,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
281,49,Male,3,2,3.53,34,51.8,1,5163.0,5355.0,1,0,2,0,,3.72,8.549466751966532,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
282,65,Male,9,11,0.75,17,29.1,1,816.0,823.0,0,1,3,0,,0.86,6.705639094860003,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
283,34,Male,6,6,0.19,40,42.8,0,400.0,386.0,0,1,1,0,,-3.5,5.993961427306569,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
284,66,Male,3,7,1.6,14,13.2,1,3201.0,2855.0,1,1,1,0,,-10.81,8.07153089355666,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
285,42,Male,9,10,1.59,3,53.7,1,1531.0,1485.0,1,0,1,0,,-3.0,7.3343293503005365,1,1,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
286,57,Male,12,3,1.82,14,39.7,0,3265.0,5059.0,0,1,1,1,1.0,54.95,8.09132127353041,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
287,70,Male,6,8,1.14,6,38.8,0,1308.0,2001.0,1,0,2,1,1.0,52.98,7.1770187659099,1,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
288,35,Male,12,10,0.96,20,45.2,0,824.0,797.0,1,1,3,0,,-3.28,6.715383386334681,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
289,28,Male,0,8,1.09,24,25.9,0,1313.0,1398.0,0,1,2,0,,6.47,7.1808311990445555,0,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
290,57,Male,3,8,0.1,5,78.5,1,400.0,391.0,1,1,3,0,,-2.25,5.993961427306569,0,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
291,35,Male,0,11,1.48,27,28.8,0,2152.0,2221.0,1,0,2,0,,3.21,7.674617497364363,0,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
292,64,Male,3,10,1.46,41,45.2,0,1641.0,1484.0,1,1,2,0,,-9.57,7.403670290012373,0,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
293,36,Male,9,8,0.89,37,34.4,2,1563.0,1504.0,0,1,2,0,,-3.77,7.355001921105257,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
294,43,Male,3,9,0.48,31,46.7,0,631.0,663.0,1,1,3,0,,5.07,6.448889394146858,0,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
295,39,Male,9,9,0.65,44,34.1,1,586.0,571.0,0,1,3,0,,-2.56,6.375024819828097,1,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
296,32,Male,0,9,2.61,1,80.9,0,1829.0,1855.0,1,0,2,0,,1.42,7.512071245835466,0,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
297,55,Male,3,11,4.01,25,22.9,1,4960.0,4229.0,1,0,2,0,,-14.74,8.509362612301048,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
298,52,Male,6,2,1.45,19,70.5,0,1200.0,1229.0,0,0,2,0,,2.42,7.0909098220799835,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
299,73,Male,3,2,1.69,24,88.2,0,2601.0,2398.0,0,1,2,0,,-7.8,7.86403565907245,0,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
300,58,Male,9,6,0.6,3,39.7,0,551.0,529.0,1,0,3,0,,-3.99,6.313548046277095,1,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
301,68,Male,12,11,0.82,6,52.3,0,1182.0,1106.0,0,0,2,0,,-6.43,7.075808863978387,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
302,35,Male,12,10,0.35,39,21.4,2,489.0,588.0,1,0,3,1,0.0,20.25,6.194405391104672,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
303,37,Male,0,11,0.99,38,43.9,3,1903.0,2076.0,1,0,2,0,,9.09,7.55171221535131,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
304,63,Male,12,10,0.67,29,13.0,2,400.0,383.0,0,1,3,0,,-4.25,5.993961427306569,1,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
305,25,Male,6,9,0.26,8,44.0,0,643.0,746.0,0,1,2,1,1.0,16.02,6.467698726104354,1,0,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
306,42,Female,0,10,0.91,42,64.5,0,1712.0,1843.0,0,1,2,0,,7.65,7.44600149832412,0,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
307,61,Male,15,2,1.76,38,37.7,1,2500.0,2532.0,1,1,1,0,,1.28,7.824445930877619,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
308,59,Male,6,5,0.92,17,31.1,1,1292.0,1260.0,1,0,2,0,,-2.48,7.164720378771857,1,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
309,46,Male,9,10,1.7,41,79.5,0,3197.0,2832.0,1,0,1,0,,-11.42,8.0702808933939,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
310,62,Male,6,2,0.43,15,20.6,0,476.0,517.0,1,1,2,0,,8.61,6.1675164908883415,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
311,73,Female,6,5,0.43,3,53.7,0,701.0,658.0,1,0,2,0,,-6.13,6.553933404025811,1,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
312,33,Female,9,4,1.28,20,48.5,0,2041.0,2113.0,0,1,2,0,,3.53,7.621684998724611,1,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
313,67,Male,0,3,1.97,17,73.5,1,2859.0,2803.0,1,0,2,0,,-1.96,7.958576903813898,0,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
314,72,Male,0,9,0.23,41,21.9,2,400.0,351.0,1,0,1,0,,-12.25,5.993961427306569,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
315,41,Male,6,5,2.07,27,7.4,1,3900.0,3929.0,1,1,1,0,,0.74,8.268988209506656,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
316,26,Female,3,5,4.13,31,30.5,2,4911.0,6282.0,1,0,2,1,1.0,27.92,8.499436469826978,0,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
317,69,Male,0,3,0.26,20,15.6,1,690.0,588.0,0,0,2,0,,-14.78,6.53813982376767,0,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
318,45,Female,6,5,0.1,42,72.4,2,400.0,376.0,1,1,3,0,,-6.0,5.993961427306569,1,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
319,33,Female,3,9,2.7,11,52.2,1,3558.0,5442.0,1,1,3,1,1.0,52.95,8.177234885510194,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
320,39,Male,6,5,0.55,37,50.9,0,526.0,516.0,1,1,1,0,,-1.9,6.267200548541362,1,0,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
321,63,Male,6,10,0.18,8,30.5,1,460.0,445.0,0,1,3,0,,-3.26,6.133398042996649,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
322,59,Female,6,6,1.34,37,32.1,0,1369.0,1225.0,0,1,1,0,,-10.52,7.222566018822171,1,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
323,36,Male,3,9,0.77,20,36.1,1,816.0,804.0,1,1,2,0,,-1.47,6.705639094860003,0,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
324,60,Male,6,7,0.7,39,50.7,0,862.0,788.0,1,0,3,0,,-8.58,6.760414691083428,1,0,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
325,39,Male,0,10,0.91,33,45.6,2,641.0,576.0,0,0,1,0,,-10.14,6.464588303689961,0,1,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
326,62,Male,9,11,3.54,4,47.9,0,4318.0,6444.0,1,1,2,1,1.0,49.24,8.3707791729607,1,0,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
327,61,Female,0,5,0.12,24,46.0,2,400.0,363.0,0,0,3,0,,-9.25,5.993961427306569,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
328,29,Male,0,9,1.93,6,41.5,3,1760.0,1607.0,1,0,2,0,,-8.69,7.473637108496206,0,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
329,37,Female,6,3,0.79,6,53.9,3,1542.0,1603.0,0,1,3,0,,3.96,7.341483852363161,1,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
330,34,Male,12,6,0.15,13,10.7,0,400.0,585.0,1,1,3,1,1.0,46.25,5.993961427306569,1,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
331,59,Male,15,9,0.18,24,21.6,1,400.0,370.0,0,0,1,0,,-7.5,5.993961427306569,1,1,Q1_nearest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
332,66,Male,15,4,1.7,5,29.4,0,1806.0,2378.0,1,0,3,1,1.0,31.67,7.499423290592229,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
333,45,Female,9,6,1.19,1,67.4,0,2003.0,1838.0,0,1,1,0,,-8.24,7.602900462204755,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
334,74,Male,9,8,0.8,24,16.3,1,1361.0,1268.0,0,1,2,0,,-6.83,7.216709486709457,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
335,63,Male,12,7,0.66,1,25.4,2,601.0,817.0,1,1,2,1,1.0,35.94,6.400257445308821,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
336,43,Male,9,9,1.41,20,30.4,3,2316.0,2505.0,1,0,1,0,,8.16,7.748028524432376,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
337,39,Female,6,9,1.92,26,16.2,2,2596.0,2568.0,0,0,2,0,,-1.08,7.862112211662748,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
338,55,Male,9,11,1.32,2,54.0,0,1623.0,1559.0,1,1,2,0,,-3.94,7.392647520721623,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
339,74,Male,9,10,1.48,28,18.7,1,1186.0,1203.0,0,1,2,0,,1.43,7.079184394609668,1,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
340,56,Male,6,10,0.53,4,68.8,0,1066.0,947.0,0,1,2,0,,-11.16,6.9726062513017535,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
341,50,Male,6,10,2.18,21,90.6,2,2384.0,2328.0,1,1,3,0,,-2.35,7.776954403322442,1,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
342,57,Male,12,3,0.83,29,25.8,1,1435.0,1288.0,1,0,1,0,,-10.24,7.269616749608169,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
343,64,Male,9,2,0.33,41,24.7,2,400.0,391.0,0,0,1,0,,-2.25,5.993961427306569,1,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
344,61,Male,6,8,0.1,13,13.6,1,400.0,342.0,0,0,2,0,,-14.5,5.993961427306569,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
345,49,Male,3,8,0.53,23,54.4,0,802.0,716.0,0,0,1,0,,-10.72,6.688354713946762,0,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
346,74,Female,6,11,0.11,2,62.9,1,400.0,433.0,1,0,2,0,,8.25,5.993961427306569,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
347,32,Male,3,2,0.96,33,47.2,1,1603.0,1728.0,1,0,1,0,,7.8,7.38025578842646,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
348,45,Male,0,5,0.1,38,15.1,1,588.0,500.0,1,1,3,0,,-14.97,6.3784261836515865,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
349,53,Male,12,6,1.66,21,33.1,1,2536.0,3847.0,1,0,1,1,0.0,51.7,7.838737559599282,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
350,68,Male,12,6,0.44,15,51.8,1,908.0,1267.0,1,0,2,1,1.0,39.54,6.812345094177479,1,1,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
351,53,Male,9,10,2.03,43,33.8,1,2210.0,2029.0,1,0,1,0,,-8.19,7.701200180857446,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
352,64,Male,6,4,0.4,29,16.8,1,446.0,407.0,1,0,1,0,,-8.74,6.102558594613569,1,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
353,50,Female,6,3,1.64,4,57.0,1,2705.0,2701.0,1,0,1,0,,-0.15,7.903226808730733,1,1,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
354,56,Male,6,9,0.14,7,62.2,0,400.0,395.0,1,0,2,0,,-1.25,5.993961427306569,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
355,41,Male,9,3,2.99,38,8.3,2,3473.0,5116.0,1,0,3,1,1.0,47.31,8.153061946801051,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
356,45,Male,9,6,0.1,38,27.2,0,400.0,348.0,1,0,1,0,,-13.0,5.993961427306569,1,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
357,26,Male,9,2,3.08,42,11.0,0,5298.0,7280.0,1,1,3,1,0.0,37.41,8.575273402492762,1,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
358,42,Female,12,3,4.58,42,35.3,2,7506.0,7188.0,0,1,2,0,,-4.24,8.923591197573002,1,1,Q2,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
359,43,Male,6,4,0.96,44,7.4,0,837.0,851.0,0,0,1,0,,1.67,6.731018100482083,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
360,52,Male,6,11,0.36,16,59.0,3,400.0,387.0,1,1,2,0,,-3.25,5.993961427306569,1,1,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
361,72,Female,12,6,0.37,7,52.4,0,400.0,411.0,0,1,2,0,,2.75,5.993961427306569,1,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
362,53,Male,9,9,1.76,6,51.9,2,1412.0,1473.0,1,1,3,0,,4.32,7.253470382684528,1,1,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
363,36,Male,3,8,0.65,28,63.4,0,824.0,871.0,0,1,2,0,,5.7,6.715383386334681,0,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
364,62,Female,0,4,2.97,43,19.9,3,5469.0,5173.0,1,0,2,0,,-5.41,8.607033895416027,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
365,36,Male,12,6,2.02,11,67.6,0,2938.0,2742.0,0,0,3,0,,-6.67,7.985824666418917,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
366,58,Male,9,11,0.28,31,39.1,0,400.0,344.0,0,0,1,0,,-14.0,5.993961427306569,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
367,55,Male,6,5,1.02,39,92.30199999999999,2,1499.0,1297.0,1,1,2,0,,-13.48,7.313220387090301,1,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
368,26,Male,0,6,1.38,7,32.9,0,2497.0,2134.0,0,1,1,0,,-14.54,7.823245690685523,0,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
369,46,Male,6,11,2.45,10,28.1,1,3128.0,3944.0,1,0,3,1,1.0,26.09,8.048468743668883,1,1,Q2,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
370,36,Male,9,9,2.34,31,17.7,1,3851.0,4045.0,1,1,1,0,,5.04,8.256347772918016,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
371,64,Male,0,4,0.66,26,61.7,2,1064.0,1011.0,0,1,2,0,,-4.98,6.970730078143525,0,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
372,73,Male,9,8,0.48,13,79.3,0,613.0,655.0,1,0,2,0,,6.85,6.419994928147142,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
373,26,Female,9,6,0.1,37,32.8,2,502.0,471.0,1,1,2,0,,-6.18,6.220590170099739,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
374,36,Male,3,4,1.62,9,57.6,1,2895.0,2995.0,1,0,1,0,,3.45,7.971085753505607,0,1,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
375,37,Female,9,5,1.13,20,77.3,1,1694.0,1677.0,1,0,1,0,,-1.0,7.43543801981455,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
376,55,Male,3,6,3.63,15,23.0,3,6584.0,6107.0,0,0,1,0,,-7.24,8.792549614177382,0,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
377,26,Male,6,3,0.85,4,54.8,0,1550.0,1546.0,1,1,1,0,,-0.26,7.346655163176539,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
378,54,Male,6,6,1.7,33,72.7,0,1911.0,2710.0,1,0,3,1,1.0,41.81,7.555905093611346,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
379,63,Male,6,6,0.59,29,20.7,2,987.0,845.0,1,0,1,0,,-14.39,6.895682697747868,1,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
380,37,Male,6,8,1.74,35,33.0,1,2637.0,2525.0,1,0,2,0,,-4.25,7.87777633327726,1,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
381,59,Male,3,2,2.06,7,33.1,0,3154.0,3065.0,1,1,2,0,,-2.82,8.056743774975313,0,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
382,68,Male,9,2,0.51,26,18.2,3,1047.0,1085.0,0,0,2,0,,3.63,6.954638864880987,1,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
383,37,Female,0,11,0.53,40,52.5,2,536.0,493.0,1,0,1,0,,-8.02,6.285998094508865,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
384,46,Male,12,2,0.53,6,10.7,0,692.0,915.0,1,0,3,1,0.0,32.23,6.541029999189903,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
385,55,Male,12,7,0.64,24,68.6,1,750.0,772.0,0,0,3,0,,2.93,6.621405651764134,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
386,69,Female,3,7,0.1,23,63.5,0,404.0,421.0,1,1,2,0,,4.21,6.003887067106539,0,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
387,27,Male,6,11,0.46,2,32.0,0,765.0,961.0,0,0,2,1,1.0,25.62,6.641182169740591,1,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
388,69,Female,3,7,0.66,19,76.3,0,1117.0,1060.0,0,0,2,0,,-5.1,7.0192966537150445,0,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
389,46,Male,3,9,0.54,33,31.1,1,826.0,764.0,1,0,2,0,,-7.51,6.717804695023691,0,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
390,59,Male,9,7,0.82,22,34.4,1,967.0,1142.0,1,0,3,1,1.0,18.1,6.875232087276577,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
391,65,Male,0,9,0.34,29,55.1,0,400.0,403.0,1,0,2,0,,0.75,5.993961427306569,0,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
392,56,Male,15,11,0.88,8,29.9,0,1318.0,1141.0,1,1,1,0,,-13.43,7.1846291527173145,1,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
393,69,Female,6,4,2.16,20,48.5,3,3190.0,3269.0,1,0,3,0,,2.48,8.068089626278244,1,1,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
